index,hand,age,ace,df,svpt,svGms,bpSaved,bpFaced,rank,result,1stIn(%),1stWon(%),2ndWon(%)
94923,0,27.9,1,0,64,12,2,3,86,1,67,79,67
94924,0,32.1,13,2,73,13,3,5,1,1,67,80,59
94925,0,25.8,9,3,75,13,6,7,21,1,56,81,63
94926,0,23.9,9,3,83,11,7,10,15,0,40,79,45
94927,0,26.1,3,2,46,8,0,1,7,1,48,73,64
94928,1,26.7,13,11,127,22,10,17,8,1,57,74,49
94929,0,22.5,5,6,73,13,0,0,4,1,45,97,71
94930,0,27.7,5,2,75,13,4,7,69,1,56,67,61
94931,0,27.5,5,1,59,9,4,8,276,0,59,57,48
94932,0,24.8,6,4,74,13,3,3,19,1,58,84,74
94933,0,25.1,7,0,56,8,3,3,9,1,52,90,48
94934,0,22.2,9,1,44,8,3,6,2,0,66,62,43
94935,0,30.5,14,3,127,20,8,14,96,0,69,55,73
94936,0,21.7,6,9,77,9,9,12,65,0,49,63,60
94937,0,37.4,21,4,70,10,1,1,24,1,61,77,70
94938,0,27.5,5,1,44,9,0,2,91,0,52,70,65
94939,0,28.6,6,4,108,15,11,17,30,0,61,65,37
94940,0,27.9,4,4,44,8,0,1,127,1,55,83,69
94941,0,28.4,11,1,59,10,1,2,44,0,63,81,62
94942,0,30.5,28,4,157,26,6,6,55,1,59,87,66
94943,0,30,10,3,47,9,0,0,17,1,57,85,76
94944,0,22,10,14,100,16,0,4,83,1,49,73,68
94945,0,27.3,1,7,61,9,4,8,106,0,48,76,44
94946,0,25.6,4,1,77,14,1,4,19,1,65,72,58
94947,0,21.7,5,3,109,16,6,12,77,1,58,63,47
94948,0,28.7,8,2,73,14,6,8,7,1,68,72,62
94949,0,21.9,2,1,47,6,2,2,73,1,53,84,52
94950,0,30.4,5,5,79,14,5,7,117,1,53,81,66
94951,0,25.5,8,1,98,16,1,3,24,0,77,71,68
94952,0,24.7,3,1,66,10,3,4,91,1,65,77,50
94953,0,32.2,2,2,71,10,4,8,18,0,76,61,20
94954,0,26.6,0,4,55,8,3,7,99,0,65,53,53
94955,0,17.8,0,4,55,7,3,8,104,0,60,45,50
94956,0,28.1,4,3,97,16,1,6,98,0,69,61,59
94957,0,23.9,1,4,49,8,5,9,78,0,69,59,55
94958,0,30,10,7,111,16,9,12,86,1,66,71,55
94959,0,25.8,0,6,94,12,8,14,38,0,67,56,48
94960,0,29.4,12,2,113,19,0,2,10,1,57,78,55
94961,0,30,10,5,80,14,5,7,23,1,52,83,61
94962,1,21.8,2,1,60,9,6,7,45,1,55,79,50
94963,0,22.2,12,3,55,9,1,1,20,1,60,85,68
94964,0,26.8,1,1,46,8,1,5,175,0,59,67,33
94965,0,29.4,6,4,109,14,2,4,57,1,51,68,59
94966,0,22,4,2,43,8,4,7,81,0,51,64,53
94967,0,27.6,2,3,58,9,1,3,11,0,66,68,53
94968,0,30.6,13,10,130,20,5,8,64,0,59,81,51
94969,1,19.8,6,2,57,11,0,0,25,1,58,91,82
94970,0,19,4,2,109,18,6,10,83,1,60,71,62
94971,0,26,8,2,64,12,2,3,61,1,64,90,52
94972,0,32.2,2,0,81,13,5,9,47,0,79,62,41
94973,0,21.1,12,5,88,14,2,3,39,0,58,78,59
94974,0,24.2,0,8,53,8,6,13,9,0,68,33,67
94975,0,25.3,21,4,110,17,1,1,106,0,60,88,60
94976,0,25,15,0,81,14,4,5,32,1,63,78,57
94977,0,25.8,7,2,58,9,1,2,36,1,45,81,57
94978,0,23.3,3,3,62,9,3,8,123,0,55,65,32
94979,0,24.8,1,1,53,10,0,1,39,1,45,75,71
94980,0,25.6,1,4,92,12,6,9,79,0,49,69,51
94981,0,32.1,5,4,117,17,3,6,29,0,59,71,59
94982,0,23.7,2,0,51,9,1,1,9,1,63,78,68
94983,0,24.9,0,3,99,14,6,9,58,1,84,61,54
94984,0,24.3,13,4,82,16,0,3,54,0,55,87,70
94985,0,24.1,21,1,83,16,0,1,6,0,61,88,65
94986,0,25.2,11,3,109,16,11,13,100,0,55,73,59
94987,0,29.2,32,6,138,23,3,4,14,1,62,87,60
94988,0,27.2,12,8,95,15,3,5,29,1,62,78,64
94989,0,28.2,4,2,76,11,3,3,35,1,66,74,67
94990,0,26.4,14,2,49,10,0,0,2,1,82,90,71
94991,0,27.7,2,1,69,14,1,3,90,1,70,75,75
94992,0,21.6,1,2,49,7,6,11,622,0,51,40,45
94993,0,24.8,1,4,48,8,3,7,7,0,67,66,17
94994,0,24.7,11,6,81,11,6,6,33,1,58,83,61
94995,1,24.9,8,1,134,26,0,1,1,1,72,81,72
94996,0,23.4,9,1,82,13,3,5,3,1,63,75,48
94997,0,22.8,3,2,73,11,2,2,56,1,63,78,72
94998,0,21.8,3,2,65,9,5,8,78,0,60,62,54
94999,0,27.3,6,7,86,14,9,12,80,0,55,77,59
95000,0,25.6,12,4,123,18,7,11,57,1,53,72,56
95001,0,27.5,5,5,77,13,5,9,6,0,47,83,42
95002,1,25.1,18,2,92,16,4,5,13,1,59,87,67
95003,0,26.8,4,0,71,13,1,3,84,1,83,73,92
95004,0,29.6,3,3,71,11,3,4,71,0,66,81,52
95005,0,31.8,3,3,48,9,2,2,138,1,52,92,75
95006,0,27.3,1,4,74,9,6,7,13,1,59,73,62
95007,0,22.2,10,1,103,15,11,12,1,1,60,74,70
95008,0,25.7,8,6,165,24,13,21,85,0,58,66,48
95009,0,26,3,2,48,9,1,1,1,1,73,80,82
95010,0,27.7,4,1,89,14,7,11,8,0,72,62,50
95011,0,21.2,6,6,75,12,8,14,66,0,45,65,46
95012,0,30,5,1,97,15,7,12,49,0,68,65,43
95013,0,28.5,2,2,76,10,10,12,7,1,63,65,54
95014,0,33.2,5,1,95,17,5,7,105,1,64,82,55
95015,0,27.3,16,4,109,17,3,6,26,1,65,87,56
95016,0,21.4,1,2,60,8,7,10,54,0,75,60,31
95017,1,31.9,6,1,63,10,1,4,47,0,59,62,56
95018,0,17.9,7,11,121,17,6,12,106,0,42,75,41
95019,0,25.6,4,2,85,14,2,7,79,0,68,69,36
95020,1,25.7,3,10,63,10,2,5,170,0,48,73,61
95021,0,23.1,3,7,95,17,2,6,61,0,60,74,55
95022,0,20.3,2,3,46,8,2,6,100,0,65,57,46
95023,0,24.8,1,1,88,11,6,9,77,0,61,59,58
95024,0,32.3,2,4,110,16,8,14,12,0,66,60,45
95025,0,34.8,2,2,68,10,3,6,83,0,56,66,54
95026,0,25.7,6,4,56,8,8,15,80,0,48,37,44
95027,1,24.6,1,1,63,10,7,11,38,1,62,64,48
95028,0,28.2,2,0,75,11,7,14,188,0,61,41,55
95029,0,27.7,2,1,36,6,1,2,37,0,61,73,62
95030,0,28.3,4,0,68,8,8,13,44,0,59,60,21
95031,0,33.3,3,10,93,14,5,10,43,1,48,67,53
95032,0,31.8,7,3,106,13,12,19,29,0,49,52,51
95033,0,26.6,4,3,104,15,7,10,50,1,69,68,55
95034,0,23.9,6,1,82,11,3,5,190,0,63,71,45
95035,0,23.2,6,0,38,6,3,4,75,0,68,69,58
95036,0,24.5,12,6,105,16,4,9,356,0,50,67,60
95037,0,20,2,1,75,14,0,4,113,1,57,63,71
95038,0,25.7,10,5,121,17,8,13,26,1,67,72,37
95039,0,26.3,5,4,74,13,6,10,5,1,59,66,58
95040,0,24.6,6,3,104,17,1,5,76,1,62,75,56
95041,1,34.8,2,1,76,12,2,6,72,0,50,71,41
95042,0,23.9,20,8,96,15,6,11,15,0,50,71,55
95043,1,32,1,2,105,14,8,11,118,0,65,65,54
95044,1,26.5,2,0,82,11,4,6,95,1,67,65,52
95045,0,23.6,8,3,127,20,9,14,9,1,65,70,55
95046,1,30,3,3,55,10,1,4,25,0,60,64,63
95047,0,32.8,10,2,97,16,2,5,56,0,59,75,58
95048,0,28.7,1,5,114,16,5,8,22,1,60,68,59
95049,0,22.3,1,1,21,3,1,1,3,1,62,92,43
95050,0,26.2,6,3,99,13,11,15,150,0,62,66,43
95051,0,23,5,2,60,10,1,3,69,0,65,69,68
95052,0,24.3,12,8,136,23,5,8,94,1,58,76,61
95053,0,26.7,2,0,60,11,1,2,6,1,53,75,71
95054,0,22.4,6,4,109,15,5,11,38,0,61,64,46
95055,0,23.8,1,5,82,10,10,15,49,0,59,58,41
95056,0,26.2,6,1,68,10,7,10,155,0,53,67,48
95057,0,26.7,0,0,55,9,3,7,128,0,76,52,46
95058,0,25.3,4,1,98,16,3,6,137,0,83,64,44
95059,0,31,4,1,64,13,2,4,201,1,66,76,71
95060,0,25.5,15,3,137,23,9,13,22,1,53,75,56
95061,0,24.9,0,6,105,15,10,20,79,0,65,54,35
95062,0,30.7,6,4,128,18,6,9,49,1,63,70,65
95063,0,31.7,11,0,43,9,1,2,8,1,58,88,67
95064,0,24.2,6,3,65,12,2,5,2,1,66,79,47
95065,1,21.7,0,1,77,13,2,5,35,1,83,62,58
95066,1,30.1,2,3,67,11,1,4,73,1,58,74,40
95067,0,25.9,0,0,41,8,0,1,16,1,68,86,54
95068,0,22.9,1,4,68,10,6,8,72,1,63,70,57
95069,0,22.1,0,3,101,15,11,13,23,1,59,68,61
95070,0,27.6,12,0,75,12,3,4,68,1,77,83,59
95071,1,26,0,3,90,15,4,9,73,1,62,66,58
95072,1,29.7,15,1,112,18,6,8,51,0,60,75,59
95073,0,24.4,3,0,53,9,1,1,162,1,58,71,77
95074,0,19.8,1,1,32,7,0,1,167,1,81,77,80
95075,0,30.1,7,3,53,9,5,6,28,1,43,83,67
95076,0,21.5,11,1,101,16,7,11,202,0,62,73,49
95077,0,26.6,3,4,108,13,20,25,27,0,59,64,45
95078,0,26.3,8,4,78,11,5,6,1,1,68,75,57
95079,1,34,1,1,98,12,8,9,44,1,67,67,61
95080,0,24.6,4,3,65,11,1,6,33,0,68,68,22
95081,0,28.1,0,2,99,15,4,8,14,1,61,65,54
95082,1,18.9,5,3,77,14,0,0,5,1,62,88,73
95083,0,21.5,1,5,67,9,9,12,45,0,63,69,35
95084,0,26.4,0,4,30,5,0,3,62,1,53,50,60
95085,0,30.8,7,7,136,21,6,8,181,1,57,74,62
95086,0,23.4,1,4,43,7,4,9,58,0,51,36,59
95087,0,19.8,2,0,55,9,1,3,113,1,64,66,55
95088,0,28.9,17,1,47,10,0,0,24,1,62,93,76
95089,1,24.6,4,2,28,5,3,5,19,0,54,60,73
95090,1,33.5,3,3,113,15,11,16,87,1,67,55,65
95091,0,30.2,5,3,67,10,2,4,28,0,46,71,58
95092,0,23.8,1,7,91,15,4,8,115,1,58,62,68
95093,1,31.3,7,5,80,10,5,8,154,0,64,71,42
95094,0,25,4,2,60,10,0,0,16,1,63,82,65
95095,0,30.9,2,5,124,17,3,8,47,0,72,58,63
95096,0,27.3,1,3,93,15,5,8,9,1,67,74,36
95097,1,21,10,1,77,14,0,0,74,1,73,88,60
95098,0,21.1,2,1,70,9,9,13,39,0,63,61,44
95099,0,33.9,4,7,132,16,12,20,122,0,52,65,43
95100,0,24.2,0,0,71,10,6,6,7,1,75,81,39
95101,0,28.5,4,2,60,9,4,5,11,1,65,72,58
95102,0,29.5,3,0,87,16,1,4,22,1,56,82,53
95103,1,31.8,4,5,59,9,5,8,88,0,49,69,52
95104,0,27.8,1,2,39,7,2,6,50,0,62,54,31
95105,0,23,9,6,95,16,5,6,87,1,66,83,77
95106,0,23.9,9,1,78,11,9,11,17,0,60,68,53
95107,0,26.9,1,5,72,11,8,11,179,0,54,67,61
95108,0,30.8,6,2,129,19,11,18,146,0,69,57,47
95109,0,26.2,9,5,80,13,6,11,57,0,46,68,55
95110,0,22.8,3,1,65,11,3,4,26,1,54,77,55
95111,0,32,11,4,113,20,4,7,318,0,62,81,67
95112,0,28,12,5,85,13,5,6,11,1,51,79,59
95113,0,27.8,8,2,72,10,4,6,74,1,56,70,53
95114,0,29.5,9,4,88,16,0,0,62,1,68,87,71
95115,0,28.9,7,3,101,16,4,10,85,1,57,62,50
95116,0,26.9,4,1,94,14,4,8,107,0,53,68,44
95117,0,19.9,12,2,55,9,5,6,388,1,49,85,50
95118,0,24.6,8,6,81,11,6,7,28,1,57,78,62
95119,0,28.5,4,2,98,15,4,7,116,0,62,74,46
95120,0,23.9,19,4,126,21,2,4,145,0,65,83,60
95121,0,19.4,4,7,96,16,4,12,24,0,52,58,41
95122,1,27.2,5,1,56,10,0,1,9,1,61,82,67
95123,0,26.9,7,2,105,16,6,9,99,1,61,72,59
95124,0,25.1,1,0,112,18,6,10,317,1,68,64,56
95125,0,23.9,3,4,141,17,11,16,25,0,62,62,49
95126,0,20.7,16,0,70,14,0,1,30,1,71,74,85
95127,0,18.2,4,4,64,7,10,14,128,0,59,58,41
95128,0,29,3,4,140,23,5,10,95,1,67,66,60
95129,0,22.5,2,3,81,10,3,8,414,0,68,53,52
95130,2,19.6,4,3,56,9,5,8,621,0,55,77,41
95131,0,25.5,8,5,72,10,3,4,164,1,58,86,52
95132,0,26,4,2,58,10,2,6,67,0,48,43,68
95133,0,29.7,0,3,131,17,7,12,31,0,61,61,52
95134,0,32.8,1,1,42,6,4,7,55,0,40,53,50
95135,0,33.8,1,1,101,13,10,13,6,1,69,60,53
95136,0,22,14,4,108,16,9,10,2,1,64,84,63
95137,0,24.1,1,0,75,12,6,10,160,0,56,62,55
95138,0,22.5,1,1,77,12,0,0,86,1,65,84,69
95139,0,25.7,22,2,84,15,1,3,47,1,67,79,62
95140,0,27.4,0,3,79,12,4,10,14,0,61,50,61
95141,0,30.1,4,0,87,12,10,15,60,0,68,63,36
95142,0,24,8,6,105,16,6,9,72,1,67,73,45
95143,0,24.6,6,2,73,11,2,3,60,1,74,70,71
95144,0,22,13,1,61,11,0,0,60,1,72,82,81
95145,0,21.8,8,2,50,9,2,2,48,1,66,79,73
95146,0,33.8,15,2,109,16,3,5,2,1,72,81,45
95147,1,33,14,4,148,21,8,12,55,0,61,65,60
95148,0,30.2,10,1,39,6,1,1,24,1,59,74,73
95149,0,28.7,5,7,87,10,7,11,202,0,54,62,42
95150,0,27.5,13,0,92,15,5,10,49,0,73,66,48
95151,0,28.8,2,4,69,11,2,5,97,1,70,69,53
95152,0,27.5,2,5,104,15,6,8,69,1,67,74,62
95153,0,26.1,9,0,60,11,2,2,153,1,57,82,69
95154,1,26,13,8,147,23,2,3,26,0,69,78,71
95155,0,33.2,21,3,71,15,0,1,9,1,56,95,75
95156,1,26.6,6,3,62,9,2,2,67,1,71,70,67
95157,0,24.4,7,0,55,9,5,7,63,0,56,84,42
95158,0,30,25,12,168,24,3,3,10,1,62,79,73
95159,0,25.9,8,0,72,9,9,10,17,1,56,68,53
95160,0,30.7,2,1,40,8,0,0,5,1,72,90,70
95161,1,29.1,12,3,114,18,4,6,34,1,62,77,60
95162,0,26.2,3,7,113,17,7,14,33,0,61,67,43
95163,0,30.9,6,1,40,7,1,1,20,1,72,83,60
95164,0,30.4,0,2,34,3,6,8,54,0,68,48,56
95165,0,23,7,8,98,15,7,13,58,0,63,66,46
95166,0,24.1,4,6,47,7,3,7,37,0,60,57,54
95167,0,23.5,9,4,95,15,5,8,27,0,58,75,53
95168,0,21,2,2,66,10,8,8,16,1,58,68,77
95169,0,36,1,2,54,10,3,3,64,1,54,83,78
95170,0,30.7,14,6,131,22,7,12,9,1,53,84,55
95171,0,27.5,5,11,113,15,14,17,120,1,51,72,57
95172,1,28.6,8,1,68,12,6,11,66,0,63,65,50
95173,0,22.6,1,0,61,9,3,5,27,1,66,65,43
95174,0,28.6,8,13,95,17,6,8,29,1,59,82,85
95175,0,30.7,19,16,173,23,16,21,54,1,53,72,63
95176,0,24.2,8,5,87,11,4,6,284,0,70,66,62
95177,0,22.9,3,1,80,10,7,10,49,0,65,60,52
95178,1,30,6,2,84,14,7,8,8,1,57,73,68
95179,1,30.1,1,3,51,9,0,0,73,1,67,79,71
95180,0,28.7,5,4,75,13,3,7,143,1,53,62,68
95181,0,28.2,9,7,133,23,7,10,46,1,64,71,71
95182,0,25.8,9,3,111,17,2,4,25,1,51,77,63
95183,0,29,2,3,45,8,2,6,334,0,56,60,53
95184,1,18.9,3,2,56,10,3,7,84,0,59,70,38
95185,0,29.3,6,1,87,13,5,8,99,0,59,61,60
95186,1,27.3,3,4,76,11,4,8,70,1,59,60,67
95187,0,19.1,4,9,84,13,6,10,579,0,48,65,57
95188,0,28.5,3,2,43,8,0,0,117,1,58,76,81
95189,0,21.7,2,2,97,15,8,12,140,0,71,64,50
95190,0,19,4,4,64,9,2,5,61,0,53,62,62
95191,0,27.6,29,5,150,19,2,4,82,1,60,91,51
95192,0,19.1,3,2,84,11,9,10,394,1,65,73,56
95193,0,29.1,0,8,112,14,10,18,110,0,68,54,54
95194,0,34.6,8,3,88,15,2,6,134,0,59,77,48
95195,0,27.4,2,2,71,9,8,13,84,0,59,55,33
95196,0,25.9,6,1,73,10,4,7,91,0,66,65,46
95197,0,25.2,10,0,60,9,2,2,9,1,67,80,60
95198,0,27.1,4,1,93,15,3,7,52,1,60,66,61
95199,0,24.2,0,4,51,9,0,3,55,0,63,62,60
95200,0,23.9,5,3,49,10,0,1,27,1,57,89,72
95201,0,27.6,0,2,51,8,2,6,6,0,57,48,60
95202,0,22.4,16,4,150,25,4,7,49,1,57,81,49
95203,0,28,2,3,99,14,2,8,310,0,63,63,47
95204,0,25.3,11,6,96,16,1,5,137,0,70,72,61
95205,2,21.3,3,6,75,10,4,8,617,0,48,64,48
95206,0,32.5,1,7,86,13,4,11,72,0,52,67,47
95207,0,25.8,20,3,131,20,2,4,104,1,62,77,51
95208,1,22,13,3,106,17,4,5,117,0,65,81,74
95209,0,23.8,2,1,56,9,3,4,22,1,59,70,68
95210,0,26.4,0,8,41,7,1,7,73,0,49,50,15
95211,0,29.8,1,1,65,9,7,7,59,1,58,74,62
95212,0,20.6,2,3,73,13,2,5,85,0,64,72,61
95213,0,28.5,8,4,105,18,5,6,27,1,64,81,74
95214,0,27.6,10,3,73,10,2,3,101,0,56,78,59
95215,0,31.1,10,7,85,14,1,4,61,1,58,73,55
95216,0,27.2,4,3,112,17,8,14,154,0,59,65,49
95217,0,30,13,1,61,11,1,1,17,1,74,78,67
95218,0,32,5,1,55,10,0,1,106,1,58,75,82
95219,0,27.8,3,1,109,18,8,10,33,1,71,74,61
95220,0,22.1,2,2,61,10,2,2,7,1,48,86,73
95221,0,27.2,3,7,86,12,2,7,29,0,62,60,54
95222,0,23.9,1,3,60,8,4,8,86,0,48,69,36
95223,0,23.3,18,6,84,15,1,2,24,1,54,87,64
95224,0,22.4,5,4,73,11,4,6,24,0,60,66,64
95225,0,27.1,8,0,81,12,4,5,12,0,60,80,50
95226,0,23.1,4,2,60,9,3,5,5,1,58,69,52
95227,0,24,8,7,102,16,3,4,100,1,47,83,68
95228,1,24.6,2,2,96,16,2,4,74,1,56,78,60
95229,0,25.7,7,1,50,8,1,1,21,1,66,67,75
95230,1,33.7,1,2,76,10,8,8,71,1,79,67,79
95231,0,32.6,8,3,84,12,0,2,71,0,73,72,60
95232,1,21.3,4,2,67,12,1,6,94,0,75,64,33
95233,0,23.4,3,3,116,15,8,11,82,1,66,68,58
95234,0,24.8,1,3,70,11,2,5,66,0,57,72,44
95235,1,24.8,3,1,70,10,5,7,91,1,71,54,79
95236,0,27.7,10,3,71,11,1,3,38,0,62,77,38
95237,0,28.7,6,6,103,15,8,15,71,0,47,73,39
95238,0,22.2,9,2,147,24,9,15,70,1,64,73,51
95239,0,27,10,1,89,14,2,5,10,1,67,73,57
95240,0,23.3,3,2,60,9,2,2,93,1,43,77,69
95241,0,24.1,10,2,50,10,0,1,86,1,70,86,62
95242,0,29,6,4,82,12,5,8,29,0,59,73,43
95243,0,23.6,10,3,107,17,8,14,37,1,55,69,44
95244,0,22.2,3,1,41,8,1,2,12,1,56,87,59
95245,0,26.3,0,4,58,7,6,10,84,0,52,57,46
95246,0,23.5,15,2,100,16,5,6,16,1,55,76,63
95247,0,32.1,10,5,80,14,0,4,8,0,61,69,58
95248,0,30.3,5,2,84,13,7,11,70,0,42,71,55
95249,0,25.3,5,4,100,16,2,5,13,0,59,81,49
95250,0,23.2,8,0,59,10,4,5,18,1,58,82,56
95251,0,22,2,3,60,10,1,6,1,0,37,77,43
95252,0,24.7,2,1,44,8,2,3,27,1,61,78,56
95253,0,29,10,4,109,16,4,5,10,1,65,72,65
95254,0,28.3,14,9,117,17,1,3,51,0,64,71,67
95255,0,24.5,7,2,72,9,7,10,48,0,64,65,38
95256,0,21.6,7,3,107,16,6,8,58,1,76,70,70
95257,0,23.2,7,7,81,10,9,14,123,0,49,62,47
95258,1,24.8,1,1,59,9,2,5,397,0,63,70,38
95259,0,27.2,6,2,87,12,1,2,3,1,59,76,56
95260,0,23.2,16,5,156,16,14,18,209,0,58,70,43
95261,0,28.8,10,0,88,15,0,1,13,1,70,74,73
95262,0,23.6,1,1,79,13,3,9,35,0,47,65,41
95263,0,27.4,0,6,64,10,1,10,161,0,45,45,31
95264,0,18.9,6,7,92,11,10,12,51,0,64,68,62
95265,0,23,0,1,55,9,2,7,20,0,53,38,56
95266,0,23.5,3,2,53,8,3,3,194,1,62,76,61
95267,1,30,4,1,51,10,2,7,58,0,55,57,41
95268,0,25.4,12,4,113,18,3,4,135,0,79,88,65
95269,0,20.5,3,0,47,8,0,3,53,0,66,61,44
95270,0,27.9,3,4,105,17,4,9,55,0,54,63,52
95271,1,26.4,7,2,52,10,1,1,12,1,73,79,92
95272,1,24.9,14,4,62,10,1,1,7,1,50,90,70
95273,0,27.5,2,7,79,12,6,12,60,0,66,56,50
95274,0,31,3,3,86,14,5,11,36,0,71,54,50
95275,0,34.7,0,4,67,12,2,5,54,1,60,75,52
95276,0,20.9,6,3,75,11,4,9,57,0,71,62,37
95277,1,34.6,8,5,87,13,2,3,161,1,57,80,62
95278,0,25.4,0,0,92,14,6,10,7,0,46,64,48
95279,0,24.3,3,8,87,13,3,7,7,1,68,71,50
95280,0,24.7,8,4,47,8,0,0,13,1,47,86,71
95281,0,25.8,7,3,101,16,5,9,70,1,62,67,60
95282,0,28,12,1,65,11,1,1,1,1,71,87,61
95283,0,25.7,0,2,53,9,0,3,93,0,40,67,60
95284,0,20.9,8,0,50,9,1,2,77,1,64,75,61
95285,0,26.2,10,3,78,11,8,12,101,0,62,71,44
95286,0,24.6,6,5,42,7,2,2,43,1,52,95,67
95287,0,23.1,3,7,64,8,8,13,135,0,53,68,30
95288,1,26.5,6,0,68,9,5,6,101,1,71,65,55
95289,0,23.8,10,1,72,14,2,2,1,1,75,85,71
95290,1,32.3,2,2,39,7,0,4,54,0,49,74,22
95291,0,28.4,7,4,111,15,4,9,89,0,64,63,56
95292,0,24.1,0,1,65,12,4,9,242,0,75,55,60
95293,0,22.9,7,3,76,11,5,5,82,1,59,78,64
95294,0,27.1,7,4,54,9,2,4,26,1,56,77,50
95295,0,19.6,2,3,117,16,6,14,431,0,58,65,39
95296,0,23.6,0,3,31,4,4,6,28,0,52,69,42
95297,0,19.9,2,2,73,12,4,5,20,1,58,76,72
95298,0,27,15,3,118,16,11,12,10,0,58,72,65
95299,0,25.5,6,1,63,9,2,4,3,1,67,64,55
95300,0,28.6,11,1,99,16,5,5,8,1,55,76,68
95301,0,24.3,2,5,59,10,9,16,5,0,58,38,45
95302,0,31.7,3,0,53,8,1,6,3,0,57,57,30
95303,0,23.4,5,1,66,8,2,6,111,0,62,49,54
95304,0,29.1,6,3,109,16,16,20,65,0,67,68,45
95305,0,25.1,8,4,77,13,5,10,1,0,61,64,42
95306,0,23.7,23,17,148,25,5,11,120,0,53,73,65
95307,0,23.7,9,5,138,18,5,8,29,0,60,72,52
95308,0,25.7,4,1,98,16,3,3,32,1,64,86,71
95309,1,28.2,4,0,82,14,1,3,657,0,72,68,61
95310,0,27.5,3,0,41,6,1,1,34,1,61,68,75
95311,0,25.2,1,0,41,8,0,0,58,1,76,84,60
95312,1,28.9,1,3,57,10,2,5,230,0,65,59,76
95313,0,26.7,7,13,129,18,9,12,52,0,56,81,59
95314,0,28,4,0,88,15,3,3,15,1,62,76,73
95315,0,21.6,6,3,75,12,1,4,25,1,51,74,56
95316,0,20.2,12,4,93,14,5,8,73,0,56,75,51
95317,0,24.2,6,7,121,21,3,12,197,0,69,54,65
95318,0,28.1,12,7,127,21,6,9,69,1,54,81,62
95319,0,24,18,2,55,9,2,3,39,1,60,88,45
95320,0,32.2,0,0,63,11,0,3,47,1,75,68,38
95321,1,23.4,7,5,136,22,8,13,163,0,62,75,54
95322,0,27.3,22,4,88,15,4,5,12,1,61,78,70
95323,0,23.5,5,2,80,11,2,6,75,0,66,66,40
95324,0,26.7,5,3,62,11,4,7,69,0,65,78,42
95325,0,27,2,3,56,8,4,10,113,0,54,57,26
95326,0,32.4,3,2,78,13,3,8,57,0,63,65,41
95327,0,24.7,5,7,109,16,7,12,7,0,48,62,66
95328,2,24.9,10,2,119,12,10,11,241,0,69,67,51
95329,0,25.5,5,4,87,11,5,9,270,0,62,65,38
95330,1,22,3,3,38,6,1,2,116,0,63,67,64
95331,1,30.4,3,0,71,10,6,9,77,1,75,60,56
95332,0,27.3,8,3,70,11,3,5,275,1,56,79,57
95333,1,32.9,11,8,92,13,12,14,59,1,62,74,59
95334,1,24,6,7,114,17,6,8,40,1,50,79,66
95335,0,35.1,1,4,69,10,6,10,14,0,65,62,45
95336,0,31.5,5,2,89,15,4,7,65,0,60,83,50
95337,0,20.3,2,2,57,10,2,4,46,1,60,71,67
95338,0,26.9,4,4,103,14,6,9,66,0,62,67,57
95339,0,23,3,3,78,13,0,1,16,1,59,76,69
95340,0,26.3,2,5,170,25,10,14,80,0,79,68,58
95341,1,18.7,9,6,81,14,1,2,50,1,57,83,83
95342,1,22.2,2,2,79,12,2,7,42,1,63,62,41
95343,0,25.9,12,4,135,17,10,14,3,0,63,80,41
95344,0,25.3,27,1,98,17,1,2,12,1,66,78,81
95345,0,22.3,11,1,48,7,2,2,67,1,56,78,60
95346,0,26.5,6,1,124,15,15,18,18,1,59,68,46
95347,0,26.7,3,6,69,9,7,11,25,0,51,60,54
95348,0,29.6,1,3,58,10,4,7,88,1,71,66,57
95349,0,32,2,3,59,9,5,8,107,0,63,62,53
95350,0,27.4,19,4,93,14,6,9,21,1,56,73,54
95351,0,23.5,8,6,81,13,5,7,53,1,58,81,61
95352,0,20.3,5,1,72,10,5,8,41,0,56,78,39
95353,0,26.3,0,1,57,9,7,7,5,1,72,76,67
95354,0,34.7,13,0,44,9,0,0,82,1,70,87,69
95355,0,20.4,4,1,63,9,3,4,12,1,54,71,64
95356,0,20.1,3,2,39,7,2,8,31,0,33,62,21
95357,0,29,5,3,109,17,7,14,2,0,50,62,43
95358,0,22.1,10,3,65,11,3,3,26,1,65,86,55
95359,0,32,15,2,91,12,4,5,35,0,69,76,50
95360,0,27.7,1,2,102,14,10,15,93,0,64,58,49
95361,0,27.1,13,4,139,23,5,7,15,1,64,87,54
95362,1,22.1,8,3,48,9,0,0,14,1,52,84,85
95363,0,23.5,2,0,70,12,5,10,25,0,64,64,32
95364,1,27.1,2,2,85,11,6,9,85,0,52,64,56
95365,0,25.8,4,1,73,11,4,5,43,1,63,65,77
95366,0,24.8,11,3,91,15,3,5,30,1,57,73,64
95367,0,27.4,1,1,135,22,8,11,8,0,63,71,61
95368,1,28.6,1,0,59,8,9,14,112,0,61,58,30
95369,0,20.6,8,1,42,7,2,3,123,1,76,78,33
95370,0,33.9,4,6,112,17,9,14,1,1,70,69,54
95371,0,33.8,3,4,60,11,2,2,2,1,67,85,69
95372,0,29.3,1,4,55,10,1,4,15,1,62,65,76
95373,0,23.8,11,6,132,24,10,13,8,0,56,81,65
95374,0,30.4,4,1,76,11,4,5,62,1,62,72,61
95375,0,29,4,1,80,12,3,6,181,1,65,69,52
