level_0,index,tourney_name,surface,tourney_date,player_id,age,opponent_id,score,round,ace,df,svpt,1stIn,1stWon,2ndWon,svGms,bpSaved,bpFaced,result,1stIn(%),1stWon(%),2ndWon(%)
35636,35636,Indian Wells Masters,Hard,20070305,104918,19.8,103163,3-6 6-3 7-6(8),QF,8,3,97,54,34,29,15,3,5,1,56,63,72
35917,35917,Canada Masters,Hard,20070805,104918,20.2,104068,6-4 6-4,R64,6,1,63,40,30,9,10,1,3,1,63,75,41
36058,36058,San Jose,Hard,20070212,104918,19.7,103240,6-3 6-1,R32,11,4,51,28,24,10,8,2,3,1,55,86,53
36072,36072,San Jose,Hard,20070212,104918,19.7,103709,6-0 6-7(5) 6-4,R16,10,1,77,39,34,25,14,4,5,1,51,87,68
36079,36079,San Jose,Hard,20070212,104918,19.7,102703,4-6 6-3 7-6(4),QF,9,4,93,43,32,32,16,1,4,1,46,74,70
36082,36082,San Jose,Hard,20070212,104918,19.7,104053,7-6(8) 6-4,SF,14,2,74,37,33,16,11,5,6,1,50,89,46
36084,36084,San Jose,Hard,20070212,104918,19.7,103333,6-7(3) 6-4 7-6(2),F,8,3,119,66,50,33,17,4,5,1,55,76,66
36211,36211,Moscow,Hard,20071008,104918,20.3,105095,6-2 6-4,R32,5,4,53,29,22,16,9,1,1,1,55,76,80
36304,36304,Doha,Hard,20070101,104918,19.6,103835,4-6 6-2 6-4,R32,5,3,78,47,32,19,14,3,6,1,60,68,68
36318,36318,Doha,Hard,20070101,104918,19.6,103294,6-1 6-3,R16,3,0,51,30,20,13,8,1,2,1,59,67,62
36325,36325,Doha,Hard,20070101,104918,19.6,103018,2-6 6-2 6-2,QF,2,1,81,57,36,12,12,6,9,1,70,63,52
36328,36328,Doha,Hard,20070101,104918,19.6,103786,7-5 6-2,SF,1,0,52,36,25,9,10,0,2,1,69,69,56
36866,36866,US Open,Hard,20070827,104918,20.2,104655,6-2 6-3 6-0,R128,6,4,78,40,31,20,12,6,7,1,51,78,59
36919,36919,US Open,Hard,20070827,104918,20.2,102035,5-7 6-3 6-1 4-6 6-1,R64,17,7,151,81,57,34,22,11,16,1,54,70,54
36987,36987,St. Petersburg,Carpet,20071022,104918,20.4,103018,6-2 6-2,R32,3,0,39,21,18,14,8,0,0,1,54,86,78
36995,36995,St. Petersburg,Carpet,20071022,104918,20.4,104160,6-2 6-4,R16,3,3,69,40,31,12,9,4,5,1,58,78,46
36999,36999,St. Petersburg,Carpet,20071022,104918,20.4,104098,3-6 7-6(2) 6-4,QF,9,4,111,57,47,27,15,12,14,1,51,82,54
37001,37001,St. Petersburg,Carpet,20071022,104918,20.4,104022,6-2 5-7 7-6(1),SF,10,2,102,54,45,24,16,2,4,1,53,83,52
37002,37002,St. Petersburg,Carpet,20071022,104918,20.4,104269,6-2 6-3,F,1,0,51,23,19,16,8,1,1,1,45,83,57
37090,37090,Australian Open,Hard,20070115,104918,19.6,103252,6-0 6-0 6-1,R128,3,3,53,25,22,19,10,0,0,1,47,88,76
37126,37126,Australian Open,Hard,20070115,104918,19.6,104269,7-6(4) 7-5 6-4,R64,4,0,109,57,38,26,17,3,8,1,52,67,50
37144,37144,Australian Open,Hard,20070115,104918,19.6,103428,6-3 6-2 6-4,R32,9,2,86,61,42,12,14,2,4,1,71,69,52
37389,37389,Brisbane,Hard,20121230,104918,25.6,105357,6-1 5-7 6-3,R16,7,3,98,70,49,13,14,8,10,1,71,70,52
37397,37397,Brisbane,Hard,20121230,104918,25.6,104797,6-4 7-6(3),QF,4,2,71,46,38,16,11,2,2,1,65,83,70
37401,37401,Brisbane,Hard,20121230,104918,25.6,105453,6-4 2-0 RET,SF,4,1,30,21,17,5,6,1,2,1,70,81,62
37403,37403,Brisbane,Hard,20121230,104918,25.6,105777,7-6(0) 6-4,F,7,4,73,53,38,11,11,3,5,1,73,72,69
37562,37562,Australian Open,Hard,20130114,104918,25.6,104898,6-3 6-1 6-3,R128,4,1,74,54,39,10,12,5,7,1,73,72,53
37602,37602,Australian Open,Hard,20130114,104918,25.6,105311,6-2 6-2 6-4,R64,15,0,77,45,36,21,13,0,0,1,58,80,66
37622,37622,Australian Open,Hard,20130114,104918,25.6,105575,6-3 6-4 7-5,R32,15,0,114,77,55,14,16,9,12,1,68,71,38
37632,37632,Australian Open,Hard,20130114,104918,25.6,104468,6-3 6-1 6-3,R16,12,0,63,39,30,14,12,0,2,1,62,77,58
37637,37637,Australian Open,Hard,20130114,104918,25.6,104871,6-4 6-1 6-2,QF,7,1,75,51,41,7,12,3,5,1,68,80,30
37640,37640,Australian Open,Hard,20130114,104918,25.6,103819,6-4 6-7(5) 6-3 6-7(2) 6-2,SF,21,0,157,100,75,36,26,4,6,1,64,75,63
38027,38027,Indian Wells Masters,Hard,20130307,104918,25.8,105539,5-7 6-2 6-2,R64,3,2,92,50,39,17,14,7,10,1,54,78,42
38055,38055,Indian Wells Masters,Hard,20130307,104918,25.8,104229,6-3 6-2,R32,5,2,64,31,26,15,8,5,5,1,48,84,48
38068,38068,Indian Wells Masters,Hard,20130307,104918,25.8,104122,7-6(4) 6-4,R16,8,2,79,47,37,12,11,3,6,1,59,79,40
38143,38143,Miami Masters,Hard,20130320,104918,25.8,106071,6-3 6-1,R64,8,2,50,35,28,9,8,3,3,1,70,80,69
38158,38158,Miami Masters,Hard,20130320,104918,25.8,105777,7-6(3) 6-3,R32,9,4,87,50,38,16,11,4,6,1,57,76,48
38166,38166,Miami Masters,Hard,20130320,104918,25.8,104312,6-2 6-4,R16,3,2,49,31,28,9,9,1,1,1,63,90,56
38170,38170,Miami Masters,Hard,20130320,104918,25.8,105227,6-4 6-3,QF,6,3,67,36,24,15,9,5,8,1,54,67,54
38172,38172,Miami Masters,Hard,20130320,104918,25.8,104755,6-7(3) 6-1 6-2,SF,6,5,83,49,37,18,14,0,3,1,59,76,62
38173,38173,Miami Masters,Hard,20130320,104918,25.8,103970,2-6 6-4 7-6(1),F,2,7,110,60,37,19,15,6,14,1,55,62,44
38267,38267,Monte Carlo Masters,Clay,20130414,104918,25.9,104273,6-1 6-4,R32,8,1,57,31,28,10,9,4,5,1,54,90,40
38438,38438,Madrid Masters,Clay,20130505,104918,25.9,104252,7-6(11) 7-6(3),R32,6,2,80,47,36,21,12,0,1,1,59,77,68
38452,38452,Madrid Masters,Clay,20130505,104918,25.9,104468,2-6 6-4 7-6(6),R16,9,0,97,49,33,29,15,3,7,1,51,67,60
38748,38748,Queen's Club,Grass,20130610,104918,26,103917,6-3 7-6(4),R32,5,1,74,50,34,16,10,3,3,1,68,68,70
38763,38763,Queen's Club,Grass,20130610,104918,26,104594,6-2 6-2,R16,3,2,45,32,23,8,8,1,2,1,71,72,73
38771,38771,Queen's Club,Grass,20130610,104918,26,103794,6-4 7-6(3),QF,8,0,65,41,31,11,11,3,6,1,63,76,46
38775,38775,Queen's Club,Grass,20130610,104918,26,104542,4-6 6-3 6-2,SF,5,3,82,50,40,17,14,5,6,1,61,80,59
38777,38777,Queen's Club,Grass,20130610,104918,26,105227,5-7 7-5 6-3,F,4,0,101,62,47,24,17,6,8,1,61,76,62
38899,38899,Wimbledon,Grass,20130624,104918,26.1,103794,6-4 6-3 6-2,R128,11,2,86,49,39,20,14,4,5,1,57,80,57
38929,38929,Wimbledon,Grass,20130624,104918,26.1,104229,6-3 6-3 7-5,R64,11,1,82,52,44,20,15,3,3,1,63,85,69
38945,38945,Wimbledon,Grass,20130624,104918,26.1,103990,6-2 6-4 7-5,R32,9,0,80,52,44,16,15,2,3,1,65,85,57
38953,38953,Wimbledon,Grass,20130624,104918,26.1,104022,6-4 7-6(5) 6-1,R16,15,4,108,68,55,16,15,3,5,1,63,81,44
38957,38957,Wimbledon,Grass,20130624,104918,26.1,104269,4-6 3-6 6-1 6-4 7-5,QF,14,3,135,93,72,23,24,4,7,1,69,77,59
38959,38959,Wimbledon,Grass,20130624,104918,26.1,105668,6-7(2) 6-4 6-4 6-3,SF,20,1,113,79,60,24,20,6,7,1,70,76,73
38960,38960,Wimbledon,Grass,20130624,104918,26.1,104925,6-4 7-5 6-4,F,9,2,105,67,48,16,16,9,13,1,64,72,44
